,id,appointment_info,archived,coordinates,created_at,dates,details,hours,irs_id,languages,last_scrape_id,name,updated_at,lat_long,longitude,latitude
90,3239,Required,False,0101000020E6100000A94BC631927B5DC0F2237EC51AD04040,2020-02-25T16:46:46.904282,10 FEB 2022 - 14 APR 2022,"307 Placentia Ave
Newport Beach, CA 92663
888-434-8248
Volunteer Prepared Taxes",,27123,"English,Spanish",1088,Melinda Hoag Smith Center for Healthy Living,2022-03-20T00:00:45.192141,POINT (-117.930798 33.625817),-117.930798,33.625817
91,5052,Required,False,0101000020E6100000696FF085C9C85CC092E86514CB0D4240,2021-04-18T00:00:09.737117,01 FEB 2022 - 15 APR 2022,"5605 S Maryland Pkwy
Email VITA@UNLV.edu for appointment
Las Vegas, NV 89154
Volunteer Prepared Taxes",,28562,English,1088,UNLV VITA,2022-03-20T00:00:45.518544,POINT (-115.1373 36.10776),-115.1373,36.10776
92,4699,Required,False,0101000020E610000030664B5645BF5BC00FD3BEB9BFDE3F40,2021-01-31T00:00:18.386611,05 FEB 2022 - 16 APR 2022,"7 S Abrego Dr
Green Valley, AZ 85614
520-300-6407
Volunteer Prepared Taxes",,28671,"English,Spanish",1088,CCS Green Valley - East Center,2022-03-20T00:00:47.742053,POINT (-110.988607 31.870113),-110.988607,31.870113
93,2281,Required,False,0101000020E6100000D6C743DFDD6954C01618B2BAD5573E40,2020-01-10T19:32:35.558205,18 JAN 2022 - 18 APR 2022,"1601 N. Main Street
2nd floor
Jacksonville, FL 32206
904-632-0600
Volunteer Prepared Taxes",,16458,English,1088,RealSense @ Wells Fargo Springfield OneStop,2022-03-20T00:01:06.120444,POINT (-81.654167 30.343105),-81.654167,30.343105
94,4244,Required,False,0101000020E610000032B08EE387F652C0A872DA5372C04240,2020-02-25T16:47:09.153781,15 FEB 2022 - 14 APR 2022,"5432 Bayside Road
Exmore, VA 23350
757-442-9652
Volunteer Prepared Taxes",,9869,English,1088,Eastern Shore Area Agency on Aging CAA (ESAAA CAA),2022-03-20T00:01:10.442139,POINT (-75.852044 37.503489),-75.852044,37.503489
95,2897,Not Required,False,0101000020E6100000F25EB532E17A52C08F72309B00554440,2020-01-10T19:32:40.790474,05 FEB 2022 - 09 APR 2022,"35 Blake Avenue
Brooklyn, NY 11212
Volunteer Prepared Taxes",SAT 10:00AM-2:00PM,166,"English,Spanish",1088,Grace Church Of God,2022-03-20T00:01:12.02059,POINT (-73.919995 40.664081),-73.919995,40.664081
97,4427,Not Required,False,0101000020E610000051C07630621054C0B00111E2CAC93940,2020-02-25T16:47:11.979435,01 FEB 2022 - 16 APR 2022,"1550 NW 37th Avenue
Recreation Center
Miami, FL 33125
Volunteer Prepared Taxes","TUE 6:00PM-8:00PM
THU 6:00PM-8:00PM
SAT 9:00AM-1:00PM",25957,"English,Spanish",1088,City of Miami - Grapeland Heights Park,2022-03-20T00:01:12.757278,POINT (-80.255993 25.788252),-80.255993,25.788252
99,4430,Required,False,0101000020E6100000C0249529E60E54C0F607CA6DFBD23940,2020-02-25T16:47:12.004728,01 FEB 2022 - 14 APR 2022,"5400 NW 22 Avenue
3rd Floor
Miami, FL 33142
305-756-2830
Volunteer Prepared Taxes",,27642,English,1088,Miami-Dade CAHS - Joseph Caleb Center,2022-03-20T00:01:12.783771,POINT (-80.232798 25.824149),-80.232798,25.824149
100,2944,Required,False,0101000020E6100000591822A7AF1654C0AFB48CD47B9A3940,2020-01-10T19:32:41.173343,01 FEB 2022 - 15 APR 2022,"17801 Homestead Avenue
Perrine, FL 33157
305-254-5804
Volunteer Prepared Taxes",,1044,"English,Spanish",1088,Miami-Dade CAHS - Perrine,2022-03-20T00:01:12.828322,POINT (-80.354471 25.603452),-80.354471,25.603452
101,4949,Required,False,0101000020E61000008BDD3EABCC0C54C0B7973446EBD83940,2021-01-31T00:00:32.804917,31 JAN 2022 - 14 APR 2022,"150 NW 79th Street
Miami, FL 33150
305-758-9662
Volunteer Prepared Taxes",,29020,English,1088,Miami-Dade CAHS - Edison,2022-03-20T00:01:12.837067,POINT (-80.199992 25.84734),-80.199992,25.84734
105,6823,Required,False,0101000020E6100000137EA99F377B5EC0AA44D95BCAB14240,2022-01-23T00:00:39.164383,15 FEB 2022 - 16 APR 2022,"2625 Zanker Road
San Jose, CA 95134
408-613-7583
Volunteer Prepared Taxes",,29683,"English,Spanish,Vietnamese",1088,Catholic Charities of Santa Clara County,2022-03-20T00:00:43.022928,POINT (-121.92527 37.388988),-121.92527,37.388988
106,63,Required,False,0101000020E6100000200A664CC1925EC08D463EAF78284340,2020-01-10T19:32:16.88894,05 FEB 2022 - 16 APR 2022,"2670 Yajome Street
Room 10
Napa, CA 94558
707-363-3798
Volunteer Prepared Taxes",,13249,"English,Spanish",1088,On the Move- McPherson Family Resource Center,2022-03-20T00:00:43.043782,POINT (-122.293048 38.316183),-122.293048,38.316183
107,73,Required,False,0101000020E610000048DE3994A1785EC06B7EFCA545A94240,2020-01-10T19:32:16.968725,12 FEB 2022 - 16 APR 2022,"778 South Almaden Avenue
San Jose, CA 95110
408-292-3314
Volunteer Prepared Taxes",,6759,"English,Spanish",1088,Santa Maria Urban Ministry,2022-03-20T00:00:43.099832,POINT (-121.884862 37.322438),-121.884862,37.322438
108,6825,Required,False,0101000020E61000002D0ABB287A775EC027BC04A73EA24240,2022-01-23T00:00:39.295425,09 FEB 2022 - 13 APR 2022,"4270 Pearl Ave
San Jose, CA 95136
Volunteer Prepared Taxes",,29769,"English,Chinese",1088,Pearl Avenue Branch Libray,2022-03-20T00:00:43.151268,POINT (-121.866831 37.267537),-121.866831,37.267537
109,7202,Not Required,False,0101000020E61000001286014BAE985EC08448861C5B494440,2022-02-27T00:01:20.369598,14 FEB 2022 - 22 APR 2022,"1100 Parkview Ave
Redding, CA 96001
Volunteer Prepared Taxes",MON 12:00PM-2:00PM,31404,English,1088,UWNC - Redding Library,2022-03-20T00:00:43.90166,POINT (-122.385638 40.573093),-122.385638,40.573093
110,240,Not Required,False,0101000020E61000005453927538A25DC0FE8172DBBE194140,2020-01-10T19:32:18.312165,29 JAN 2022 - 16 APR 2022,"18419 Sherman Way
Building C
Reseda, CA 91335
Volunteer Prepared Taxes","WED 11:00AM-2:00PM
SAT 2:00PM-6:00PM",27264,"English,Spanish",1088,IREST Church - VITA,2022-03-20T00:00:44.282299,POINT (-118.534696 34.201137),-118.534696,34.201137
111,400,Required,False,0101000020E6100000F4C1323674445DC0BBD408FD4C614040,2020-01-10T19:32:19.658728,31 JAN 2022 - 15 OCT 2022,"5952 El Cajon Boulevard
Volunteer Prepared and Self-Prep
San Diego, CA 92115
619-286-9052
Volunteer Prepared Taxes",,10928,"English,Spanish,Farsi",1088,Alliance for African Assistance,2022-03-20T00:00:45.758564,POINT (-117.069593 32.760162),-117.069593,32.760162
112,3365,Required,False,0101000020E6100000BC92E4B9BEAD5AC029232E008D2C4640,2020-02-25T16:46:49.597724,17 FEB 2022 - 01 APR 2022,"18 Veterans Ave.
Buffalo, WY 82834
307-710-1022
Volunteer Prepared Taxes",,25785,English,1088,Buffalo American Legion VITA,2022-03-20T00:00:48.308317,POINT (-106.714766 44.348053),-106.714766,44.348053
113,4724,Not Required,False,0101000020E61000005F46B1DCD23859C0A0C1A6CEA35E3D40,2021-01-31T00:00:19.423803,01 FEB 2022 - 15 APR 2022,"207 N. Bedell Ave
Del Rio, TX 78840
Volunteer Prepared Taxes","MON 8:00AM-4:45PM
TUE 8:00AM-4:45PM
WED 8:00AM-2:45PM
THU 8:00AM-4:45PM
FRI 8:00AM-4:45PM",25300,"English,Spanish",1088,HACDR: Del Rio Housing Authority Administration,2022-03-20T00:00:49.579559,POINT (-100.88787 29.369687),-100.88787,29.369687
114,1876,Required,False,0101000020E61000001EDD088B8AD054C0B5FAEAAA40654240,2020-01-10T19:32:32.217028,18 JAN 2022 - 15 APR 2022,"84 Morgan Dr
Grays Knob, KY 40829
606-546-3152
Volunteer Prepared Taxes",,411,English,1088,KCEOC Head Start,2022-03-20T00:01:01.058001,POINT (-83.258456 36.791036),-83.258456,36.791036
115,1946,Required,False,0101000020E610000019028063CF7054C0F1F274AE28654340,2020-01-10T19:32:32.771321,24 JAN 2022 - 15 APR 2022,"206 Stone Drive
Drop-Off Site.  Return Visit Required.
Ripley, WV 25271
304-372-1966
Volunteer Prepared Taxes",,9031,English,1088,Community Resources - Jackson,2022-03-20T00:01:02.034868,POINT (-81.762658 38.790304),-81.762658,38.790304
116,1976,Required,False,0101000020E610000080290307B45654C0957EC2D9AD654340,2020-01-10T19:32:33.008328,31 JAN 2022 - 07 APR 2022,"811 Madison Avenue, Suite 22
Drop-Off Site.  Return Visit Required.
Spencer, WV 25276
304-927-4632
Volunteer Prepared Taxes",,5434,English,1088,Community Resources - Roane,2022-03-20T00:01:02.326375,POINT (-81.354738 38.794368),-81.354738,38.794368
117,5021,Required,False,0101000020E6100000321D3A3DEF3554C0FD851E317AB44140,2021-02-21T00:00:34.385031,05 FEB 2022 - 09 APR 2022,"109 South Old Statesville Rd
Huntersville, NC 28078
Volunteer Prepared Taxes",,28892,English,1088,Arts and Cultural Center,2022-03-20T00:01:04.428326,POINT (-80.842727 35.409979),-80.842727,35.409979
119,5024,Not Required,False,0101000020E61000003D0E83F92BAE53C0FC3559A31E124240,2021-02-21T00:00:35.578898,02 FEB 2022 - 13 APR 2022,"1547 S Campus Drive
Creedmoor, NC 27522
Volunteer Prepared Taxes",WED 5:00PM-8:00PM,1900,English,1088,S Granville Public Library AHOC,2022-03-20T00:01:06.958669,POINT (-78.721434 36.14156),-78.721434,36.14156
121,7027,Required,False,0101000020E610000070B378B1307952C0C712D6C6D85F4440,2022-01-23T00:00:57.932168,01 FEB 2022 - 15 APR 2022,"37-50 72nd Street
Jackson Heights, NY 11373
718-784-0877
Volunteer Prepared Taxes",,31001,"English,Spanish",1088,Urban Upbound Roosevelt COE,2022-03-20T00:01:12.029486,POINT (-73.893597 40.748803),-73.893597,40.748803
123,2948,Required,False,0101000020E6100000D15966118A6552C07CB4386398534440,2020-01-10T19:32:41.207472,07 FEB 2022 - 11 APR 2022,"144 W. Merrick Rd
Freeport, NY 11520
516-379-3274
Volunteer Prepared Taxes",,18132,English,1088,TOH Freeport Public Library - Mon,2022-03-20T00:01:12.863485,POINT (-73.586552 40.653088),-73.586552,40.653088
124,4436,Not Required,False,0101000020E6100000C233A149620D54C00002D6AA5DCF3940,2020-02-25T16:47:12.096036,01 FEB 2022 - 16 APR 2022,"765 NW 36th Street
Community Center - Computer Room
Miami, FL 33127
Volunteer Prepared Taxes","TUE 6:00PM-8:00PM
FRI 6:00PM-8:00PM
SAT 9:00AM-1:00PM",1936,"Spanish,English",1088,City of Miami - Moore Park,2022-03-20T00:01:12.881025,POINT (-80.209124 25.810023),-80.209124,25.810023
125,2953,Required,False,0101000020E6100000C138B874CC0C54C02992AF0452CA3940,2020-01-10T19:32:41.248854,01 FEB 2022 - 14 APR 2022,"1600 NW 3rd Avenue
Miami, FL 33136
305-438-4161
Volunteer Prepared Taxes",,24586,English,1088,Miami-Dade CAHS - Culmer Comm Resource Ctr,2022-03-20T00:01:12.916616,POINT (-80.199979 25.790314),-80.199979,25.790314
126,2954,Required,False,0101000020E6100000F3734353760D54C062307F85CCC53940,2020-01-10T19:32:41.257012,31 JAN 2022 - 18 APR 2022,"970 SW 1st Street
4th floor
Miami, FL 33130
302-545-2224
Volunteer Prepared Taxes",,11545,"Spanish,English",1088,Miami-Dade CAHS - Accion,2022-03-20T00:01:12.92561,POINT (-80.210347 25.772652),-80.210347,25.772652
132,86,Required,False,0101000020E610000055302AA9139E5EC03049658A39404340,2020-01-10T19:32:17.072381,01 FEB 2022 - 19 APR 2022,"1440 Spring Street
Saint Helena, CA 94574
707-965-5010
Volunteer Prepared Taxes",,21713,"English,Spanish",1088,UpValley Family Centers St. Helena,2022-03-20T00:00:43.189456,POINT (-122.46995 38.501756),-122.46995,38.501756
133,109,Not Required,False,0101000020E6100000E6762FF7C94E5EC070B20DDC81E64240,2020-01-10T19:32:17.265062,28 JAN 2022 - 09 APR 2022,"295 Cherry Lane
Manteca, CA 95337
Volunteer Prepared Taxes","FRI 8:00AM-2:00PM
SAT 10:00AM-4:00PM",3864,English,1088,Manteca Public Library- Manteca Senior Center,2022-03-20T00:00:43.226804,POINT (-121.231077 37.800838),-121.231077,37.800838
134,4544,Required,False,0101000020E6100000B95164ADA1595EC05B3FFD67CD6F4240,2020-03-11T00:27:28.294164,02 FEB 2022 - 13 APR 2022,"1161 San Felipe Road
Building B
Whole Person Care
Hollister, CA 95023
831-637-9293
Volunteer Prepared Taxes",,13522,"English,Spanish",1088,Community Service Workforce Development - Hollister,2022-03-20T00:00:43.42813,POINT (-121.400493 36.873456),-121.400493,36.873456
135,4664,Required,False,0101000020E6100000DAC69FA86C935DC0FA997ADD22084140,2021-01-31T00:00:16.766876,22 JAN 2022 - 15 APR 2022,"3727 W 6th Street Suite 410
Online Appt:  http://kycc.youcanbook.me
Los Angeles, CA 90020
323-909-1975
Volunteer Prepared Taxes",,7880,"English,Korean,Spanish",1088,Koreatown Youth and Community Center,2022-03-20T00:00:44.44623,POINT (-118.303507 34.063564),-118.303507,34.063564
136,3233,Required,False,0101000020E61000007AFEB4519D7F5DC09548A29751E04040,2020-02-25T16:46:46.784802,01 FEB 2022 - 15 APR 2022,"15606 Brookhurst Street, Suite C-D
Westminster, CA 92683
888-434-8248
Volunteer Prepared Taxes",,27443,"English,Vietnamese",1088,California International Bank,2022-03-20T00:00:45.073668,POINT (-117.993977 33.75249),-117.993977,33.75249
137,7071,Required,False,0101000020E61000008351499D80A85EC0E92CB308C5DC4640,2022-01-30T00:00:48.630633,15 FEB 2022 - 16 APR 2022,"14204 NE Salmon Creek
Vancouver, WA 98686
360-592-3859
Self-Prep Taxes Only",,29189,English,1088,VITA Washington State Unversity Vancouver (WSUV),2022-03-20T00:00:46.219573,POINT (-122.63285 45.724763),-122.63285,45.724763
138,4965,Required,False,0101000020E6100000DFF94509FA2E5AC070986890826B4340,2021-02-07T00:00:22.917848,10 JAN 2022 - 31 DEC 2022,"5050 Edison Ave, Suite 217
Colorado Springs, CO 80915
719-216-7238
Volunteer Prepared Taxes",,28516,"English,Spanish",1088,Another Life Foundation - VITA,2022-03-20T00:00:48.744356,POINT (-104.734011 38.839922),-104.734011,38.839922
139,3614,Required,False,0101000020E61000004D8578245E5757C03A3B191C253B3E40,2020-02-25T16:46:55.031221,24 JAN 2022 - 18 APR 2022,"1160 Cypress Street
Sulphur, LA 70663
337-433-1088
Volunteer Prepared Taxes",,3206,English,1088,SWLA: Sulphur Regional Library VITA,2022-03-20T00:00:54.583955,POINT (-93.365121 30.231035),-93.365121,30.231035
140,3621,Required,False,0101000020E6100000EEB1F4A10B4E57C03E0801F9123A3E40,2020-02-25T16:46:55.205562,24 JAN 2022 - 18 APR 2022,"1011 Lake Shore Drive
Suite 402
Lake Charles, LA 70601
337-433-1088
Volunteer Prepared Taxes",,1167,English,1088,SWLA: SWLA Law Center VITA,2022-03-20T00:00:54.832149,POINT (-93.21946 30.226852),-93.21946,30.226852
141,3641,Required,False,0101000020E610000075E8F4BC1B2A57C0897AC1A739393E40,2020-02-25T16:46:55.47875,24 JAN 2022 - 18 APR 2022,"107 E. Nezpique
Jennings, LA 70546
337-433-1088
Volunteer Prepared Taxes",,6662,English,1088,SWLA: Assist Agency Jennings VITA,2022-03-20T00:00:55.054507,POINT (-92.657943 30.223536),-92.657943,30.223536
144,3646,Required,False,0101000020E61000002272FA7ABE0457C05073F22213203F40,2020-02-25T16:46:55.551011,24 JAN 2022 - 18 APR 2022,"336 Center Street
Marksville, LA 71341
318-359-0177
Volunteer Prepared Taxes",,21796,English,1088,CLA: Marksville VITA,2022-03-20T00:00:55.127432,POINT (-92.074126 31.125292),-92.074126,31.125292
145,1462,Not Required,False,0101000020E6100000FACF9A1F7F6956C0BC067DE9ED8F3E40,2020-01-10T19:32:28.657852,25 JAN 2022 - 18 APR 2022,"9 E Lakeshore Drive
Carriere, MS 39426
Volunteer Prepared Taxes","TUE 9:00AM-4:00PM
THU 9:00AM-4:00PM",25986,"English,Spanish",1088,Southern Bancorp - Carriere,2022-03-20T00:00:57.214481,POINT (-89.648384 30.562224),-89.648384,30.562224
147,1580,Required,False,0101000020E610000003B00111E23455C0C3D32B6519EA4540,2020-01-10T19:32:29.760422,31 JAN 2022 - 18 APR 2022,"1574 East Washington Road
return vist may be necessary
Farwell, MI 48622
989-386-3805
Volunteer Prepared Taxes",,21087,English,1088,MMCAA Admin Office - Farwell,2022-03-20T00:00:58.471974,POINT (-84.826298 43.8289),-84.826298,43.8289
148,1999,Required,False,0101000020E610000039984D80619754C099BC0166BE6B4140,2020-01-10T19:32:33.192175,24 JAN 2022 - 18 APR 2022,"101 West Antrim Drive
Greenville, SC 29607
864-477-1477
Volunteer Prepared Taxes",,18041,"English,Spanish",1088,UWGC Opportunity Center,2022-03-20T00:01:02.681334,POINT (-82.365326 34.841748),-82.365326,34.841748
149,4069,Required,False,0101000020E6100000C828CFBC1CFB53C0105CE50984FF4140,2020-02-25T16:47:04.622444,07 FEB 2022 - 18 APR 2022,"601 E Main Street
Jamestown, NC 27282
336-883-3042
Volunteer Prepared Taxes",,25464,English,1088,GTCC Jamestown,2022-03-20T00:01:05.263188,POINT (-79.923629 35.996217),-79.923629,35.996217
150,4253,Required,False,0101000020E6100000D07B6308002B54C02BF702B342B13A40,2020-02-25T16:47:09.398412,24 JAN 2022 - 18 APR 2022,"725 NW 4th St.
Belle Glade, FL 33430
Volunteer Prepared Taxes",,11555,"English,Spanish",1088,PBC Belle Glade Library Branch,2022-03-20T00:01:10.604113,POINT (-80.671877 26.692424),-80.671877,26.692424
151,2847,Required,False,0101000020E61000000ADCBA9BA70354C0E2E7BF07AFB53A40,2020-01-10T19:32:40.393671,01 FEB 2022 - 18 APR 2022,"477 S. Rosemary Ave
Suite 230
West Palm Beach, FL 33401
Volunteer Prepared Taxes",,4080,"English,Spanish",1088,United Way PBC Mobile,2022-03-20T00:01:11.474959,POINT (-80.057105 26.709702),-80.057105,26.709702
152,7028,Required,False,0101000020E610000032C687D9CB7252C01118EB1B988C4440,2022-01-23T00:00:57.950014,23 JAN 2022 - 30 APR 2022,"174 Brady Avenue
Hawthorne, NY 10532
914-281-1823
Volunteer Prepared Taxes",,29603,"English,Hindi,Virtual Interpreter Services",1088,India Center VITA,2022-03-20T00:01:12.056463,POINT (-73.793692 41.098392),-73.793692,41.098392
154,2966,Required,False,0101000020E61000000553CDACA52A52C09BCAA2B08BF64540,2020-01-10T19:32:41.366672,07 FEB 2022 - 13 APR 2022,"12 Prince Street
Volunteer Preparation
Randolph, VT 05060
802-477-5148
Volunteer Prepared Taxes",,3094,English,1088,Capstone Community Action Orange Co - Randolph,2022-03-20T00:01:13.052005,POINT (-72.666362 43.926138),-72.666362,43.926138
155,2981,Required,False,0101000020E61000002BA6D24F384252C0D7A6B1BD16C64440,2020-01-10T19:32:41.488758,08 FEB 2022 - 14 APR 2022,"233 Mill St
3rd Floor
Waterbury, CT 06706
800-203-1234
Volunteer Prepared Taxes",,25996,"English,Spanish",1088,Hispanic Coalition of Greater Waterbury,2022-03-20T00:01:13.201542,POINT (-73.034687 41.547569),-73.034687,41.547569
156,2998,Required,False,0101000020E6100000E2B034F0A31852C03BE3FBE252BD4540,2020-01-10T19:32:41.632128,24 JAN 2022 - 11 APR 2022,"1 Railroad Ave.
Windsor, VT 05089
802-722-4575
Volunteer Prepared Taxes",,23873,English,1088,SEVCA-Windsor Resource Center,2022-03-20T00:01:13.405714,POINT (-72.385006 43.479092),-72.385006,43.479092
157,3003,Required,False,0101000020E610000093718C648F1C52C0577BD80B058C4540,2020-01-10T19:32:41.677703,24 JAN 2022 - 14 APR 2022,"91 Buck Drive
Volunteer Prepared
Westminster, VT 05158
802-722-4575
Volunteer Prepared Taxes",,3098,English,1088,SEVCA - Westminster,2022-03-20T00:01:13.423383,POINT (-72.446252 43.093904),-72.446252,43.093904
158,145,Not Required,False,0101000020E61000003DB665C059365EC06B48DC63E9E14240,2020-01-10T19:32:17.549359,03 FEB 2022 - 31 MAR 2022,"151 S First Ave
Oakdale, CA 95361
Volunteer Prepared Taxes",THU 2:00PM-5:00PM,23588,"English,Spanish",1088,Oakdale Public Library,2022-03-20T00:00:43.473639,POINT (-120.849228 37.764935),-120.849228,37.764935
159,167,Not Required,False,0101000020E61000007592AD2EA7415EC066834C3272A24340,2020-01-10T19:32:17.718993,31 JAN 2022 - 15 APR 2022,"950 Maidu Ave.
Mondays walk-in only
Nevada City, CA 95959
Volunteer Prepared Taxes","MON 8:00AM-5:00PM
TUE 8:00AM-5:00PM
WED 8:00AM-5:00PM
THU 8:00AM-5:00PM
FRI 8:00AM-5:00PM",17849,English,1088,Nevada County Department of Health and Human Services,2022-03-20T00:00:43.665453,POINT (-121.025829 39.26911),-121.025829,39.26911
164,172,Required,False,0101000020E610000094DC611399045EC0766D6FB724794240,2020-01-10T19:32:17.758148,05 FEB 2022 - 09 APR 2022,"1225 Gill Avenue
Madera, CA 93638
866-559-4211
Volunteer Prepared Taxes",,4926,"English,Spanish",1088,UWFM Madera CAP,2022-03-20T00:00:43.705845,POINT (-120.071843 36.946433),-120.071843,36.946433
165,251,Not Required,False,0101000020E6100000035DFB027A9C5DC01B9E5E29CB084140,2020-01-10T19:32:18.399122,18 JAN 2022 - 15 APR 2022,"308 Westwood Plaza
Ackerman Union Viewpoint Conference Rm - A201A
Los Angeles, CA 90095
Volunteer Prepared Taxes","TUE 11:00AM-4:00PM
WED 11:00AM-4:00PM
THU 11:00AM-4:00PM",4548,"English,Spanish",1088,UCLA VITA,2022-03-20T00:00:44.367965,POINT (-118.444947 34.0687),-118.444947,34.0687
169,245,Required,False,0101000020E6100000B6F292FFC9935DC078CF81E5080B4140,2020-01-10T19:32:18.351732,29 JAN 2022 - 16 APR 2022,"900 North Western Ave.
(Last appointment is one hour before closing.)
Los Angeles, CA 90029
818-677-3600
Volunteer Prepared Taxes",,23179,"English,Spanish",1088,CSUN - Volunteers of America,2022-03-20T00:00:44.413699,POINT (-118.309204 34.086209),-118.309204,34.086209
171,4637,Required,False,0101000020E61000008EAED2DD759E5CC05AD93EE42D474540,2020-07-19T00:00:06.45481,24 JAN 2022 - 21 DEC 2022,"355 4th Avenue West
Twin Falls, ID 83301
208-735-1189
Volunteer Prepared Taxes",,28438,"English,Spanish",1088,La Posada Tax Clinic,2022-03-20T00:00:46.100914,POINT (-114.475944 42.556088),-114.475944,42.556088
172,7072,Required,False,0101000020E610000072A43330F2E25BC03579CA6ABA5C4440,2022-01-30T00:00:48.933333,25 JAN 2022 - 12 APR 2022,"1885 W Ute Boulevard
Park City, UT 84098
801-210-8291
Volunteer Prepared Taxes",,29792,"English,Spanish,Serbian",1088,Westminster VITA Tax Clinic PC Site,2022-03-20T00:00:46.515104,POINT (-111.546032 40.724439),-111.546032,40.724439
